5522074,Evan,,,,,,,,,,,,
5533875,Aureline,,Switzerland,Zurich,,"As a Co-founder and Chief Climate Officer at Open Forest Protocol (OFP), I am at the forefront of developing a scalable platform enabling precise measurement, reporting, and verification (MRV) for global afforestation projects. With OFP, we are creating the foundation for more inclusive, scalable, and data-backed financing mechanisms for nature-based climate solutions, leveraging blockchain, remote sensing, and independent verification.
",,"Find funding,Network with 1000s of Climate Techies,Accelerate my climate startup",Carbon Credits & Markets,"Water & Natural Resources,Carbon Accounting,Carbon Capture / CCUs",No,,
5536142,Phillip,Investor,UnitedStatesofAmerica,Portage,Michigan,,,"Discover great climate startups to invest in,Learn more about climate tech,Network with 1000s of Climate Techies,Find customers or partners",Manufacturing and Materials,Robotics,Yes - VC,,
5537389,Jordan,Consultant or Service Provider,UnitedStatesofAmerica,Portland,Oregon,"Passionate about mobilizing more resources to tackle climate, biodiversity, and natural resources challenges. I’ve advised grantmakers and intergovernmental agencies globally bringing expertise in impact assessment, advisory services, project management, research and analysis. Currently focused on the deployment of catalytic funding to drive private sector sustainability.",,Learn more about climate tech,Carbon Accounting,"Data or Risk Modeling,Carbon Credits & Markets",No,,
5537779,Natalie,Consultant or Service Provider,,,,,,,,,,,
5538076,Matt,Startup,,,,,,,,,,,
5538085,Matt,Startup,,,,,,,,,,,
5538158,Oguzhan,Startup,Germany,Berlin,,"Oguzhan boasts a 13-year trajectory spanning six countries, where he spearheaded startups by building resilient tech infrastructures and distributed teams. 

Rooted in computer science, he co-founded Lucidminds, leveraging a systems-centric approach to tackle climate change and societal disparities. For half a decade, this venture has been emblematic of Oguzhan's commitment to innovative business models, transforming real-world assets into solutions for pressing global challenges.","At GUS, we're pioneering a transformative approach: making trees tangible, investable assets. Using our open-source, science-backed digital twin framework, we quantify the diverse benefits of trees, moving beyond just carbon offset. Once these impacts are verified and listed, we let investors track their environmental impact much like a stock portfolio.

Our milestones:
* Secured grants from Google.org and the Dutch Enterprise Agency (RVO).
* Developed a digital twin framework and product.
* Onboarded established users like IBM, VAIV, and City Councils.","Find funding,Network with 1000s of Climate Techies,Find customers or partners",Climate Fintech and Insurtech,Data or Risk Modeling,No,,
5538160,Shihan,Consultant or Service Provider,,,,,,,,,,,
5538170,Nick,Consultant or Service Provider,,,,,,,,,,,
5538264,Maria Josefina,Uni or Researcher,,,,,,,,,,,
5538340,Alexandros,Investor,Germany,Munich,,"I am a natural scientist with a Diploma in Biology and a doctorate in Microbiology and Environmental Chemistry and Analysis.

For more than 21 years I have been working in various positions at the interface between science, research, businesses and law.

My track record includes numerous cases in the fields of protection and commercialization of research results, collaboration with and between academic and industry partners, and the promotion of entrepreneurship and the creation of start-ups and spin-outs in Higher Education Institutes.

In July 2022 I have joined Tach2yone, a green energy transition investment firm, as the Head of Sector Research to enable sustainable investments in solutions within green energy ecosystems (both PE and infrastructure).",Growth Capital for Green Tech Companies | Tach2yone,"Get more involved in climate space,Discover great climate startups to invest in,Learn more about climate tech,Network with 1000s of Climate Techies",Energy Generation and Storage,"Carbon Capture / CCUs,Fuels / eFuels",Yes - Institutional LP or FoFs,Tach2yone is offering growth capital and financial as well as industrial expertise to innovative companies with growth potential in the Green Energy Transition space.,"- exchange information, views etc. on growth companies in the Green energy transition
 - get involved with technical experts"
5538427,Sowmy,Startup,UnitedKingdom,Mildenhall,,"I am building Helix, a transition finance platform along with 2 co founders. We are bringing a unique opportunity for institutional investors to accelerate industrial decarbonisation in a profitable way.",We deliver a profitable transition to Net Zero for institutional investors by focusing on industrial decarbonisation through a structured corporate engagement process and financing options that are tailored to the transition process.,"Accelerate my climate startup,Find funding",Climate Fintech and Insurtech,"Carbon Capture / CCUs,Carbon Accounting,Carbon Credits & Markets,Buildings Systems,Utilities & Infrastructure",No,Talk to me about transition finance and industrial decarbonisation.,"Team building, finding investors to support our agile fundraising approach, introduction to clients (institutional investors)."
5538481,Ozgun,Startup,UnitedKingdom,Cambridge,,I am an entrepreneur. I like playing instruments and cooking.,"Madlen (madlen.store) is an inclusive marketplace for brands and customers that are committed to sustainability. Products that elevate our customer’s quality of life and products that contribute to sustainable life on Earth.
Madlen’s business model is better and user experience will be better than the existing platforms. That’s why I think it will succeed.

Madlen Network is a carbon neutral blockchain network that will be growing with the participation of our solar panel and battery customers

At Madlen Technologies I am planning to focus on solar energy, scalable recycling methods, and manufacturing of different products using 3d printing.","Find funding,Learn more about climate tech,Accelerate my climate startup,Get more involved in climate space",Commerce and Circularity,"Banking & Finance,Commerce & Circularity,Recycling & Waste Mgmt,Climate Fintech & Insurtech",No,,Investment
5539331,Adam,Investor,Australia,Melbourne,,"Adam is a highly proficient strategist with over 10 years experience across a range of industries. He is an active investor in early stage Australian and International businesses.

Adam is committed to making a positive impact and has combined his interest in technology with the desire to work on projects which accelerate us towards a better future.",,"Discover great climate startups to invest in,Network with 1000s of Climate Techies",VC,,Yes - VC,,
5539332,Andrew,Investor,,,,,,,,,,,
5539333,Andrew,Startup,UnitedKingdom,London,,"As a seasoned leader in the aviation and transport industry, I have been advancing sustainable and efficient global mobility for over 20 years. 

Currently, I am the CEO of TripShift Limited, a platform that simplifies scope 3 emissions management, reduction and compliance in the travel and transport space. 

My team and I leverage technology and data to drive sustainable change with real-time impact data, actionable insights, and customized solutions that help our clients reduce their transport-related carbon footprint. 

Our vision is to enable a future where we can all move better, without compromising our environment or economic prosperity.","We deliver door-to-door carbon accounting and analysis of business commuting and travel, without the faff.

The TripShift app provides on-the-go emissions calculations from commutes, business travel and transport. 

Using our proprietary technology to understand where and how you are moving, whatever the mode, we calculate accurate mobility carbon data, and deliver it to you quickly.","Get more involved in climate space,Accelerate my climate startup,Find funding,Learn more about climate tech,Network with 1000s of Climate Techies",Transportation and Logistics,"Aerospace and Aviation,Carbon Accounting,Data or Risk Modeling,PE (Private Equity),Supply Chain,Transportation and Logistics,VC (Venture Capital)",No,Always happy to discuss useful opportunities to collaborate or partner.,
5539334,Angelo,Investor,UnitedArabEmirates,Dubai,,"Career banker with extensive experience across Africa and the Midde East. Passionate about the Startup ecosystem, Climate Tech and Community building. 

Increasingly focused on building out a community in Dubai of like- minded professionals, academics, and business leaders for learning, networking and relationship building.  ","I coach founders to become investible and identify the right funding strategy. I am also starting to build out a community of diverse potential sources of capital, not limited to traditional Angels and VCs. ","Get more involved in climate space,Learn more about climate tech,Network with 1000s of Climate Techies",Climate Fintech and Insurtech,Buildings Systems,Yes - angel investor,I am open to working with founders (post MVP and some traction) solving real problems in the Africa and Middle East region to raise capital.,"As I look to build out a community of climate techies in Dubai, I am looking for recommendations on potential community members who are sustainability leads in corporates, banks and industry and academics who are active in the space. "
5539749,Taylor,Startup,UnitedStatesofAmerica,Las Vegas,Nevada,"I am a cofounder of Ultion Technologies, an advanced battery company based in Las Vegas, NV.  We develop and manufacture high performance cells and packs for battery applications. 

My background in batteries began at the age of 10 years old when my dad (and now cofounder as well) started a battery manufacturing company in China. Professionally, I am a jack of all trades with 8 years of experience in sales and strategy prior to starting Ultion. 

I love anything outdoors, discussing new technology, and meeting new people. ","Ultion's mission is achieving ultimate battery performance by commercializing our proven cell technology and continue to be an innovation leader for the next generation of batteries. 

Lithium ion batteries are an American born technology yet less than 6% of the world's batteries are made in the US. Our vision is to build the best batteries by reshoring cell production back to the US and establish a domestic battery supply chain. 

Our team has been building batteries together for over 20 years! We developed and commercialized our technology at our previous venture over the course of 15 years and spun off the technology in 2022. Get in touch with us to discuss your power needs!","Find funding,Network with 1000s of Climate Techies,Find customers or partners",Energy Generation and Storage,Supply Chain,No,"I am a founding partner of a sales consulting group that I run on the side. 

I am offering 1 hour of free sales consulting for every warm intro to a potential investor! ",We are fundraising to build our 1GWh cell manufacturing facility and would appreciate any support in networking with potential investors and general fundraising resources.
5539766,Ben,Investor,Australia,Sydney,,"Investing in founders with audacious goals for solving climate change. Pre-seed to series B. Inventor of patented Solushin medical device which is now distributed internationally and used by Olympic medalists and world champions around the globe. Former Australian national medalist and World Cup finalist swimmer who seems to get roped into too many social ocean swims.
",Money + networks through APAC,"Get more involved in climate space,Discover great climate startups to invest in,Learn more about climate tech,Network with 1000s of Climate Techies",VC,"Buildings Systems,Carbon Capture / CCUs,Commerce & Circularity,Food & Ag,Manufacturing & Materials",Yes - VC,"If you apply for funding here:
https://www.investible.com/get-investment and highlight ""Climate Techies"" as your referral, I will ensure it is reviewed and, at the very least, you get feedback. ",
5539767,Bertio,Startup,,,,,,,,,,,
5539768,Robert,,US,,,,,,,,,,
5539769,Jacqueline,Startup,UnitedArabEmirates,Dubai,,"I’ve dedicated my career to customer engagement and journey optimization, leading the CX strategy both as a co-founder (nationwide fashion chain) and for brands including Lexus and Toyota. 
I was drawn to consumer climate action because I found that taking action as a consumer we so often face greenwashing, demands that we compromise on price/performance/taste/aesthetics, and a narrative of doom-n-gloom. I see an opportunity to flip the script and create consumer climate action that everyone wants to be a part of. ","At Tres Cool Inc we leverage web3 tech to program permanent carbon removal into consumer products and to celebrate consumers for their climate impact. Our mission: To make climate action irresistible; radically transparent, accessible, and undeniably cool. ","Accelerate my climate startup,Get more involved in climate space,Network with 1000s of Climate Techies,Find customers or partners",Commerce and Circularity,,No,Would love to connect with anyone in the consumer climate innovation space and more than happy to have a chat on customer engagement and journey optimization,Would love to connect with start-ups in the consumer climate innovation space.
5539770,Eirini,Investor,Sweden,Stockholm,,"I love startup ecosystems; I love impact investing.
Let’s make the ecosystems thrive. Let’s make impact investing the norm. ","Pale blue dot invest in seed-stage climate tech startups that reduce and reverse the climate crisis and help us prepare for a new world. Pale blue dot have raised two funds with a total of €180m to invest, based in Malmö, Sweden, and invest in early-stage companies in Europe and the US.","Discover great climate startups to invest in,Learn more about climate tech,Network with 1000s of Climate Techies,Get more involved in climate space",VC,"Fuels / eFuels,Buildings Systems,Data or Risk Modeling",Yes - VC,,
5539771,Guneet,Investor,China,Hong Kong,,"Guneet Banga is Executive Director with The Caravel Group, a position he has held since the company’s inception in 2013. With a deep passion to embed a greater sense of purpose and sustainability into The Caravel Group’s business strategy, Guneet established Caravel Sustainable Investments (CSI) as a dedicated vehicle for the company to expand their investment management activities with a strategic focus on Impact, ESG and sustainability.
",,"Get more involved in climate space,Discover great climate startups to invest in,Network with 1000s of Climate Techies,Find customers or partners",Transportation and Logistics,"Climate Fintech and Insurtech,Ecosystem Building,Fuels / eFuels,Energy Generation and Storage,Food and Agriculture,Oil and Gas,Ocean and Marine,Supply Chain,Transportation and Logistics,Utilities and Infrastructure,VC (Venture Capital),Water and Natural Resources","Yes - VC,Yes - FO/HNWI",,
5539772,Matt,Startup,UnitedStatesofAmerica,Charlotte,North Carolina,"Prior to founding Hoppy Planet, Matt's career was split between Food & Tech. For 6 years he led Retail Sales & Strategy teams around the country for Frito-Lay/PepsiCo then, while getting his MBA at Kellogg, was recruited by Google to lead major partnerships with F&B advertisers (ie: Mondelez, Kellogg's). These experiences bring sales, marketing, and operations leadership to Hoppy Planet along with robust entrepreneurial training from his time at Kellogg and prior start-up involvement.","Hoppy Planet Foods is a sustainable protein fortification company. Our IP enables us to turn the traditional agriculture input of insects into a high value, widely applicable functional food ingredient which adds protein, prebiotics, and vitamins and minerals to foods with 99% fewer resource inputs than traditional protein sources. ","Accelerate my climate startup,Find funding,Find customers or partners",Food and Ag,Commerce & Circularity,No,,"We are actively raising a Seed Round of Funding. We have secured $500K of our $1MM raise and are looking for partners interested in filling the remainder of the round.

We are also seeking corporate partners in the Food space to collaboration of future use cases for Acheta Protein fortified products."
5540847,Griffin,Consultant or Service Provider,UnitedStatesofAmerica,New York,New York,"4.5+ year investment banker who realized my passion, interest, and unconventional skill set might position me to make a real impact on a very important and, in my opinion, often overlooked issue that I firmly believe will be the greatest challenge humanity has faced - the good thing is, I love challenges and problem solving. I know for a fact there is not a single problem on Earth that cannot be solved - sometimes I can manage on my own, and some problems require collaboration and a group of driven individuals, each bringing a different set of skills and perspectives. The latter is how we solve the crisis we face today and I applaud Matt and those who contributed and continue to push on. I hope to contribute in any way I can.  ","I built experience and a skill set in quite possibly the most niche area of finance. I understand the traditional fundraising to the most innovative and structured capital solutions available. I’m sure many of you aware the traditional fundraising has been largely futile (unless you work for Blackstone or KKR etc.). I can offer alternative solutions that work, market insights, etc. Note - nothing is fool-proof. From start-up to VC to growth to PE to infra, everyone competes for the same, limited amount of money (not exactly everyone as investors have sleeves dedicated to strategies, concentration limits, and SMAs/LPs of their own to cater to). As I mentioned - hard work and a differentiated approach will get you there. Feel free to reach out. Company expertise lies in institutional LMM/MM/UMM/Mega Cap funds, but when you simplify the task and goal, you’ll realize that doesn’t matter. Running out of word for this section - shoot me an email and I’d be happy to help in any way I can. ","Get more involved in climate space,Discover great climate startups to invest in,Learn more about climate tech,Land job in climate,Network with 1000s of Climate Techies,Find customers or partners",Banking and Finance,"Climate & Weather Data,Water & Natural Resources",No,"~3 years at a top-tier boutique investment bank within the Private Funds Advisory team and ~1.5 years at large balance sheet bank on the energy leveraged finance team - both in NYC. Purely due to economics, VC clients weren’t optimal for our business from a P/L perspective, but have worked with many established managers - either focused on climate investing or through a division of their business dedicated to the sector. I can provide meaningful advice from regular-way fundraising to bespoke liquidity solutions, non-dilutive capital, structured equity, fund/GP level financing, NAV lending, etc. I spent a great deal of time leading and managing continuation fund processes. ",I’d like to offer my advice/service to anyone who thinks I could be of help (obviously for free). I also have ambitions to join a more “private equity” or infra-focused climate fund as an investor and would welcome any intros. I have 1.5 years experience in energy leveraged finance and ~3 years in secondaries advisory and bespoke capital solutions.
5540888,Cinzia,Startup,,,,,,,,,,,
5541483,Evan,Ecosystem Partner,,,,,,,,,,,
5541897,Ravi,Consultant or Service Provider,,,,,,,,,,,
5542095,GIOLANTA,Investor,,,,,,,,,,,
5542753,Raghuv,Startup,,,,,,,,,,,
5543236,Rajiv P,Ecosystem Partner,,,,,,,,,,,
5545007,Jayant,Startup,UnitedStatesofAmerica,Wake Forest,North Carolina,"The culmination of my career + my passion for environmental sustainability came full circle when I co-founded ImpactKarma with my son, Kedar. We equip consumers with credible + transparent information about the environmental + social impacts of the companies they support. Every time a consumer shops online using ImpactKarma web plugin, they align their purchasing power with a positive impact. Entrepreneur, startup, or venture capitalist whose solutions are rooted in conscious practices please reach out, connect, and tell me about your mission, I look forward to changing the world together.",,"Accelerate my climate startup,Find funding",Banking and Finance,,Yes - angel investor,,
5545525,Kaushal,Uni or Researcher,,,,,,,,,,,
5546362,Emma,SME,,,,,,,,,,,
5546817,John,Startup,UnitedStatesofAmerica,Marlborough,Massachusetts,"Talos is a next generation wind turbine manufacturer and solution supplier. Talos is planning to set up a wind turbine assembly factory in USA for further developing wind turbine business, and then promotes the policy Made in USA in next 1-2 years. ","Talos sells five type products including three original innovative products, and provides aftermarket service. 
Talos alos has mature products of different types of VAWT which is the only one that meets the commercial statndard in the world, and instelled more than 3000 units in 60 countries since 2008, Talos also has many revolutionary products, such as Super Turbine, air-water turbine and more which are next generation wind turbines.",Find funding,Energy Generation and Storage,Manufacturing & Materials,No,"Talos is a very special project for most of investors. 

People always talk about #innovation, but when real innovation comes, people are always confused, doubtful and at a loss.

Most of Talos turbines are original innovation and revolutionary innovation in wind power industry. Revolutionary or Next-generation means that can reduce at least 50% power generation cost. 
Electricity is special goods without brand factor. Electricity will not generate a premium because of its brand. People only require cheap electricity especially cheap clean electricity. 

Talos mission is that use revolutionary tech making wind power becomes affordable clean energy. 

Super Turbine is a modular, combine wind turbine. Its power generation cost is less than ￠1/kwh at 7m/s wind farm. Its core technology is #active real-time attack-angle regulation technology. Each blade angle will be independently adjusted according to its position, moving speed, wind direction and wind speed. The tech was verified already by wind tunnel and sailboat. 

Air-water turbine is a dedicated compressed air turbine which uses in compressed air storage enenrgy industry as peak shaving. 

Wind-ship power package is a dual power system, it is a lift type propulsion system when the ship is driving， each four blade will be changed to a large scale vertical wind turbine to power generation when the ship stop in port. 

Talos vertical axis wind turbine #VAWT also is the only one that meets the commercial standard in the world which can satisfy the conditions, high power generation efficiency at wide wind speed range, less maintenance, long-life
","Investing in Talos is not an investment in a company, it is an investment in the next generation wind turbine industry"
5546839,Doris,Startup,UnitedStatesofAmerica,Atlanta,,,,"Accelerate my climate startup,Get more involved in climate space,Find funding,Land job in climate,Network with 1000s of Climate Techies,Find customers or partners",Carbon Accounting,Data or Risk Modeling,No,,
5546840,Emiel,,,,,,,,,,,,
5546841,Henrik,Investor,Norway (Norge),Stavanger,,,,"Discover great climate companies to invest in, Network with 1000s of likeminded folks, Learn more about climate topics",Energy Generation & Storage,"VC, EVs",,,
5546842,Iván,Investor,UnitedStatesofAmerica,Los Angeles,California,"Over two decades operating in tech startups, scale-ups and turnarounds driving meaningful growth. In parallel, started investing first as an Angel, most recently as an LP in similar ventures which has also led to advisory and board positions. Focusing new capital and time on Climate Tech globally.","I bring meaningful growth to the ventures I partner with. Focus is primarily B2B data-driven Saas and open to Software + Hardware and passionate founders and investors in other climate tech areas, in that order.","Get more involved in climate space,Discover great climate startups to invest in,Learn more about climate tech,Land job in climate,Network with 1000s of Climate Techies,Find customers or partners",VC,"Carbon Accounting,Data or Risk Modeling,Supply Chain","Yes - angel investor,Yes - VC,Yes - Institutional LP or FoFs",,
5546843,Jack,Consultant or Service Provider,UnitedStatesofAmerica,Providence,Rhode Island,"I have a background in industrial design, information design and media production. I'm an angel investor, a strategic design consultant, and a father.",Big Dreams offers brand strategy and communication design to help organizations accelerate equitable and sustainable futures.,"Discover great climate startups to invest in,Learn more about climate tech,Network with 1000s of Climate Techies,Find customers or partners",Media,"VC (Venture Capital),Energy Generation and Storage,Utilities and Infrastructure,Food and Agriculture,Ocean and Marine","Yes - angel investor,Yes - VC","Pitch deck design, brand strategy, visual identity, communication design","I'm interested in discovering startups poised to make an exponential impact the world, who need design help in pitching and commercializing their technology solutions."
5546845,Jim,"Consultant, Service Provider",USA (United States),Buffalo,New York,,,"Get more involved in climate space in general, Learn more about climate topics, Network with 1000s of likeminded folks",Banking & Finance,"Banking & Finance, Biotech & Life Sciences, Climate Fintech & Insurtech, Commerce & Circularity, Consumer & Commerce, Energy Generation & Storage, Manufacturing & Materials, Ocean & Marine, Oil & Gas, Real Estate & Construction, VC, Water & Natural Resources, EVs, Heating & Cooling / HVAC",,,
5546846,John,Startup,UnitedStatesofAmerica,Midlothian,Virginia,,NTP generated sustainable and affordable salt-free nitrates as a substitute for synthetic fertilizers using only air and electricity.,"Accelerate my climate startup,Find funding,Network with 1000s of Climate Techies,Find customers or partners",Food and Ag,"Biotech & Life Sciences,Water & Natural Resources",No,,
5546847,John,Investor,,,,,,,,,,,
5546848,Kai-Tse,Startup,UnitedKingdom,London,,"As an Intelligent Mobility designer who loves to solve problems, KT (Kai-Tse) Lin Co-founded Bellwether Industries in London, UK. With an intelligent mobility and industrial design background, he has been developing urban aircraft for years with generations of designs being produced and validated. Nominated in the Power Book 2023 by eVTOL Insights, KT is currently focusing on allocating resources globally and leading innovative operations strategy at Bellwether to support the expansion of the business. ","Bellwether Industries was founded in London in 2019 providing the most compact and efficient Urban Air Mobility (UAM) solution for cities.

Volar was invented by Bellwether as a new category of eVTOL (electric vertical takeoff and landing) aircraft with a hidden propulsion system and intracity compatibility for day-to-day transport. Volar was designed to have the best user experience, safety, design, and environmental friendliness. It is targeting a mass urban air mobility market expected to hit USD 1.5 trillion by 2040 by Morgan Stanley. With 3 generations of prototypes built in Dubai, Bellwether is targeting the first commercial application of volars by 2026 at the earliest, and certifying volars for city passenger transport by 2028. 

Bellwether is already generating revenue through commercialising aerospace and mobility technologies, and its &D capabilities. It is planning on investing more in mobility technologies. ","Get more involved in climate space,Accelerate my climate startup,Find funding,Discover great climate startups to invest in,Learn more about climate tech,Network with 1000s of Climate Techies,Find customers or partners",Aerospace and Aviation,Robotics,"Yes - angel investor,Yes - VC","Bellwether now is being shaped to become a group company and will have various brands and investment strategies to be announced. I will be happy to help with the connection and strategy in the mobility and sustainability sector, using my experiences in the aerospace and automotive industries and my educational background in Intelligent Mobility to help shape the mindset. My network is generally in the mobility industry (aerospace and automotive) including OEMs, operators, supply chains, tech professionals, designers, entrepreneurs, and investors across the UK, Europe, Taiwan, the US, China, and the UAE. I will be willing to contribute and bring value to the sustainability sector. ","I would like to connect with community professionals to learn more about the latest industry knowledge. 

I would like to engage more with potential investors who are interested in mobility and aerospace technologies. 

It would be great also to be introduced to potential clients or partners who have requirements for advanced mobility R&D projects that we can help with. "
5546849,Koryu,Startup,Japan,Osaka,,,,"Accelerate my climate startup,Find funding,Network with 1000s of Climate Techies,Find customers or partners",Fuels / eFuels,"Oil and Gas,Plastics and Bioplastics",No,,
5546850,Martina,Startup,,,,,,,,,,,
5546851,Matt,,,,DE,,,,,,,,
5546852,Nicolas,,UK (United Kingdom),,,,,,,,,,
5546854,Gerrit,,Germany,,,,,,,,,,
5546855,Oliver,,Switzerland,Basel,,,,,,,,,
5546857,Patty,Startup,,Boulder,Colorado,,"Silvis helps customers in packaging and building products to reduce Scope 3 GHG emissions by up to 20% by replacing petroleum-based adhesives with plants and trees, helping them to meet sustainability goals...","Accelerate my climate startup,Find funding,Find customers or partners",Manufacturing and Materials,"Buildings Systems,Packaging,Plastics and Bioplastics",No,,
5546858,Paul,Startup,UnitedStatesofAmerica,Berkeley,California,"CarbonSustain Founder
UC Berkeley Haas 2024 MBA Candidate - VP of Entrepreneurship of the EWMBAA
Haas Blockchain Club Co-President
2nd time founder, Kander iOS Social Media app for celebrity partners
10+ years Mobile/Web Developer & Technology Consultant
UCLA 2007 Electrical Engineering bachelors

","CarbonSustain is carbon emissions accounting and insights as a service for enterprise. CarbonSustain streamlines scopes 1,2, & 3 emissions, boosts savings, and helps companies elevate their brand. ","Get more involved in climate space,Accelerate my climate startup,Find funding,Learn more about climate tech,Network with 1000s of Climate Techies,Find customers or partners",Carbon Accounting,"Data or Risk Modeling,Supply Chain",No,Go through the carbon accounting flows with calculations provided by the EPA and disclose your emissions to CDP seamlessly through the CarbonSustain SaaS. AI actionable insights drive cost and carbon savings to SMBs.,Introductions to companies that are actively reporting their carbon emissions or planning to. Looking for introductions to potential small - medium sized companies interested in reporting their emissions. Interested to talk to climate investors and seeking technical early employees.
5546859,Richard,Startup,UnitedKingdom,London,,,"Qualus applies its patented retrofit technology to tanneries to radically reduce their water, chemicals use, and process time resulting in cost, energy and carbon savings.  We estimate a $6bn untapped market.","Accelerate my climate startup,Find funding",Manufacturing and Materials,"Supply Chain,Commerce & Circularity,Water & Natural Resources,Manufacturing & Materials",No,,
5546860,Sandiip,Investor,USA (United States),New York City (NYC),New York,,,,,,,,
5546861,Sarah,SME,,,,,,,,,,,
5546862,Shelley,Ecosystem Partner,,,,,,,,,,,
5546863,Sofie,Startup,Sweden,Gothenburg,,,Avdanced Materials from Algae,"Find funding for my project, Get more involved in climate space in general",Food & Ag,"Biotech & Life Sciences, Manufacturing & Materials, Food & Ag, Ocean & Marine, Recycling & Waste Mgmt, Water & Natural Resources, Industrial Decarbonization",,,
5546864,Stefan,Consultant or Service Provider,,,,,,,,,,,
